2	TES_low_PCS_high	0.512957	0.674609	0.710027	0.707419
4	both_low	0.704642	0.752394	0.739663	0.746343
17	TES_high_PCS_low	0.611061	0.578370	0.646809	0.655956
19	TES_high_PCS_low	0.700572	0.643308	0.721220	0.726489
21	TES_high_PCS_low	0.832843	0.818968	0.753102	0.798589
22	both_low	0.840651	0.918010	0.765573	0.888715
23	TES_high_PCS_low	0.733038	0.620182	0.740603	0.800940
29	both_high	0.734145	0.663396	0.733046	0.685998
35	TES_high_PCS_low	0.758160	0.752861	0.653351	0.686259
36	TES_high_PCS_low	0.730394	0.679748	0.587281	0.683124
37	both_high	0.558213	0.503153	0.574108	0.526123
59	TES_low_PCS_high	0.532639	0.615510	0.673671	0.594044
64	TES_low_PCS_high	0.605133	0.669937	0.714901	0.683908
67	TES_high_PCS_low	0.798249	0.779724	0.743799	0.809822
69	both_low	0.824792	0.853305	0.808136	0.826280
74	both_low	0.812560	0.832516	0.754520	0.813741
83	both_high	0.822695	0.690026	0.731947	0.700627
86	both_low	0.807636	0.836487	0.678310	0.706113
88	both_high	0.726956	0.456202	0.757809	0.496343
91	TES_low_PCS_high	0.640845	0.653586	0.653688	0.566353
92	both_high	0.775983	0.525111	0.762137	0.749739
94	TES_low_PCS_high	0.668029	0.672506	0.746601	0.617816
97	TES_high_PCS_low	0.892980	0.668535	0.785426	0.789707
100	both_low	0.685778	0.717356	0.743032	0.795716
101	both_high	0.792840	0.567391	0.729155	0.708464
105	both_high	0.817104	0.718524	0.771631	0.693574
106	TES_low_PCS_high	0.784346	0.861247	0.866519	0.777691
107	both_low	0.758984	0.772249	0.787003	0.807733
112	TES_high_PCS_low	0.829217	0.749124	0.656097	0.745037
113	both_low	0.626723	0.635366	0.558496	0.578370
117	both_high	0.716857	0.524644	0.660825	0.603710
134	both_high	0.657483	0.551507	0.734055	0.715778
138	TES_high_PCS_low	0.756077	0.740481	0.770094	0.788924
139	both_high	0.854477	0.760336	0.867929	0.791014
140	both_low	0.729337	0.861715	0.843522	0.897858
146	both_low	0.689979	0.886475	0.730736	0.756008
151	both_high	0.635584	0.442186	0.621702	0.560084
167	TES_low_PCS_high	0.659833	0.663163	0.680608	0.645768
181	TES_high_PCS_low	0.668464	0.581873	0.537948	0.606583
182	TES_low_PCS_high	0.760168	0.793273	0.744519	0.708986
185	both_low	0.724456	0.755431	0.757178	0.783699
186	TES_high_PCS_low	0.919812	0.838356	0.805871	0.826280
191	TES_high_PCS_low	0.745329	0.729970	0.799482	0.883490
198	TES_low_PCS_high	0.575445	0.622285	0.586182	0.557994
205	both_high	0.871992	0.850035	0.872562	0.829415
206	both_high	0.907366	0.860547	0.824605	0.777952
207	both_low	0.791150	0.874796	0.809537	0.911964
225	TES_high_PCS_low	0.907445	0.877599	0.846011	0.855277
230	both_high	0.763048	0.559449	0.748522	0.739812
239	both_low	0.639934	0.666433	0.665875	0.752351
249	both_high	0.720736	0.716421	0.643485	0.627743
252	TES_low_PCS_high	0.384128	0.392198	0.655508	0.485893
270	both_low	0.870408	0.872927	0.809913	0.812696
280	both_low	0.903662	0.993927	0.895128	0.957680
286	TES_high_PCS_low	0.891967	0.775753	0.800045	0.853187
290	both_low	0.753075	0.795609	0.771089	0.794932
292	both_high	0.624998	0.441719	0.476470	0.401515
305	TES_low_PCS_high	0.398896	0.481897	0.476064	0.441745
308	both_high	0.547330	0.422565	0.629831	0.419540
312	TES_high_PCS_low	0.635666	0.404345	0.498202	0.525601
329	TES_high_PCS_low	0.842840	0.721560	0.803688	0.820272
331	both_low	0.783555	0.802383	0.819976	0.906479
332	TES_low_PCS_high	0.695931	0.826442	0.739250	0.731452
335	TES_high_PCS_low	0.791841	0.675777	0.678527	0.687304
342	both_high	0.892128	0.651950	0.812579	0.789969
351	both_high	0.302799	0.240832	0.606253	0.365726
353	both_high	0.337564	0.187573	0.409496	0.304075
355	both_high	0.332138	0.330063	0.489177	0.359457
358	both_high	0.714724	0.590983	0.656062	0.566614
367	both_high	0.828727	0.782294	0.682307	0.647597
373	both_low	0.421523	0.717356	0.642490	0.700888
374	both_high	0.771334	0.649147	0.713176	0.597179
376	both_high	0.771030	0.695398	0.704018	0.698015
377	both_high	0.894126	0.694464	0.732102	0.694096
380	TES_high_PCS_low	0.802052	0.721327	0.755230	0.776123
381	both_high	0.845177	0.692362	0.719983	0.684169
382	both_low	0.886730	0.963093	0.813185	0.907785
383	both_high	0.868025	0.828311	0.782708	0.710554
384	both_low	0.886805	0.895819	0.799183	0.826280
403	TES_high_PCS_low	0.880836	0.875964	0.846557	0.899425
407	both_low	0.824557	0.847933	0.843399	0.921108
419	both_high	0.770026	0.645644	0.714838	0.708464
421	TES_low_PCS_high	0.806711	0.833684	0.808503	0.786311
423	TES_high_PCS_low	0.781748	0.732773	0.787977	0.812435
428	both_low	0.835518	0.912871	0.845863	0.892894
432	both_low	0.914021	0.962626	0.825907	0.915883
439	both_high	0.777135	0.735576	0.735885	0.720742
443	both_low	0.616213	0.732072	0.791570	0.794932
444	both_low	0.587695	0.658024	0.677451	0.699843
447	both_high	0.719719	0.498482	0.769604	0.683647
448	both_low	0.527740	0.671105	0.643151	0.720481
458	TES_high_PCS_low	0.897708	0.778089	0.792624	0.806949
462	both_low	0.779267	0.804718	0.794786	0.802508
472	both_high	0.788058	0.604765	0.654538	0.605277
476	both_high	0.755668	0.521841	0.656084	0.572362
477	TES_low_PCS_high	0.593290	0.597057	0.739696	0.584117
484	both_low	0.672411	0.697734	0.630800	0.700104
487	both_high	0.819721	0.819668	0.752370	0.693312
489	both_high	0.818925	0.684887	0.773226	0.691223
494	TES_high_PCS_low	0.844627	0.727400	0.654050	0.699060
