2	both_low	0.433784	0.674609	0.688357	0.707419
4	both_low	0.698501	0.752394	0.717713	0.746343
17	TES_high_PCS_low	0.667703	0.578370	0.626584	0.655956
19	both_low	0.603862	0.643308	0.698487	0.726489
21	both_low	0.724851	0.818968	0.743356	0.798589
22	both_low	0.750236	0.918010	0.743143	0.888715
23	TES_high_PCS_low	0.686085	0.620182	0.726012	0.800940
29	TES_low_PCS_high	0.645865	0.663396	0.700947	0.685998
35	both_low	0.516203	0.752861	0.623862	0.686259
36	both_low	0.542200	0.679748	0.583166	0.683124
37	both_high	0.564758	0.503153	0.567772	0.526123
59	both_high	0.701223	0.615510	0.649494	0.594044
64	both_low	0.370844	0.669937	0.681871	0.683908
67	both_low	0.744447	0.779724	0.712936	0.809822
69	both_low	0.615330	0.853305	0.782444	0.826280
74	both_low	0.719200	0.832516	0.741033	0.813741
83	both_high	0.872399	0.690026	0.708232	0.700627
86	both_low	0.728859	0.836487	0.637248	0.706113
88	both_high	0.650415	0.456202	0.754270	0.496343
91	TES_low_PCS_high	0.566866	0.653586	0.635717	0.566353
92	TES_high_PCS_low	0.615563	0.525111	0.734791	0.749739
94	TES_low_PCS_high	0.480994	0.672506	0.732240	0.617816
97	TES_high_PCS_low	0.696823	0.668535	0.763764	0.789707
100	both_low	0.685662	0.717356	0.733359	0.795716
101	both_high	0.678144	0.567391	0.711569	0.708464
105	both_high	0.797122	0.718524	0.746245	0.693574
106	TES_low_PCS_high	0.770059	0.861247	0.849794	0.777691
107	both_low	0.707925	0.772249	0.767131	0.807733
112	TES_high_PCS_low	0.776438	0.749124	0.645023	0.745037
113	TES_high_PCS_low	0.842925	0.635366	0.527944	0.578370
117	both_high	0.673661	0.524644	0.648802	0.603710
134	both_low	0.433380	0.551507	0.698469	0.715778
138	both_low	0.636545	0.740481	0.750055	0.788924
139	TES_low_PCS_high	0.718712	0.760336	0.852562	0.791014
140	both_low	0.597242	0.861715	0.829567	0.897858
146	both_low	0.750745	0.886475	0.699354	0.756008
151	both_high	0.620422	0.442186	0.616924	0.560084
167	both_high	0.730935	0.663163	0.657484	0.645768
181	both_low	0.574012	0.581873	0.531147	0.606583
182	TES_low_PCS_high	0.757244	0.793273	0.717277	0.708986
185	both_low	0.630699	0.755431	0.733504	0.783699
186	both_low	0.823611	0.838356	0.782453	0.826280
191	both_low	0.452048	0.729970	0.774277	0.883490
198	TES_low_PCS_high	0.455124	0.622285	0.564163	0.557994
205	both_high	0.915038	0.850035	0.859931	0.829415
206	both_high	0.890509	0.860547	0.805231	0.777952
207	both_low	0.820300	0.874796	0.778714	0.911964
225	TES_high_PCS_low	0.947865	0.877599	0.816918	0.855277
230	TES_high_PCS_low	0.688617	0.559449	0.728270	0.739812
239	both_low	0.650494	0.666433	0.640573	0.752351
249	both_low	0.520348	0.716421	0.611205	0.627743
252	both_high	0.468152	0.392198	0.623082	0.485893
270	both_low	0.823909	0.872927	0.782948	0.812696
280	both_low	0.868103	0.993927	0.876021	0.957680
286	TES_high_PCS_low	0.878081	0.775753	0.783179	0.853187
290	both_low	0.675339	0.795609	0.748281	0.794932
292	TES_low_PCS_high	0.413630	0.441719	0.450690	0.401515
305	TES_low_PCS_high	0.470377	0.481897	0.471646	0.441745
308	both_high	0.540974	0.422565	0.611484	0.419540
312	TES_high_PCS_low	0.549981	0.404345	0.476895	0.525601
329	TES_high_PCS_low	0.771878	0.721560	0.779895	0.820272
331	both_low	0.724104	0.802383	0.798457	0.906479
332	both_low	0.706017	0.826442	0.718496	0.731452
335	TES_high_PCS_low	0.740929	0.675777	0.680771	0.687304
342	TES_high_PCS_low	0.885814	0.651950	0.777677	0.789969
351	both_high	0.398578	0.240832	0.545343	0.365726
353	both_high	0.306366	0.187573	0.364924	0.304075
355	both_high	0.384966	0.330063	0.448644	0.359457
358	TES_low_PCS_high	0.496544	0.590983	0.620866	0.566614
367	TES_low_PCS_high	0.665664	0.782294	0.656713	0.647597
373	both_low	0.513486	0.717356	0.622554	0.700888
374	both_high	0.728850	0.649147	0.674421	0.597179
376	both_low	0.482791	0.695398	0.677887	0.698015
377	both_high	0.752786	0.694464	0.698277	0.694096
380	TES_high_PCS_low	0.848122	0.721327	0.720381	0.776123
381	both_high	0.789183	0.692362	0.708930	0.684169
382	both_low	0.729382	0.963093	0.792158	0.907785
383	TES_low_PCS_high	0.804420	0.828311	0.769112	0.710554
384	both_low	0.839195	0.895819	0.779776	0.826280
403	TES_high_PCS_low	0.928673	0.875964	0.821604	0.899425
407	TES_high_PCS_low	0.866407	0.847933	0.834912	0.921108
419	both_high	0.724248	0.645644	0.724009	0.708464
421	both_high	0.909815	0.833684	0.814554	0.786311
423	TES_high_PCS_low	0.786002	0.732773	0.772363	0.812435
428	both_low	0.815555	0.912871	0.831678	0.892894
432	both_low	0.931969	0.962626	0.808303	0.915883
439	both_low	0.349373	0.735576	0.713469	0.720742
443	TES_high_PCS_low	0.742574	0.732072	0.771430	0.794932
444	both_low	0.625600	0.658024	0.651087	0.699843
447	both_high	0.804835	0.498482	0.746728	0.683647
448	both_low	0.302465	0.671105	0.618386	0.720481
458	both_low	0.777813	0.778089	0.773010	0.806949
462	TES_high_PCS_low	0.863791	0.804718	0.767248	0.802508
472	both_high	0.666472	0.604765	0.641131	0.605277
476	both_high	0.529424	0.521841	0.637323	0.572362
477	TES_low_PCS_high	0.444424	0.597057	0.709446	0.584117
484	both_low	0.544434	0.697734	0.612206	0.700104
487	TES_low_PCS_high	0.774006	0.819668	0.727708	0.693312
489	both_high	0.731645	0.684887	0.749834	0.691223
494	both_low	0.611421	0.727400	0.635422	0.699060
