2	TES_low_PCS_high	0.583953	0.674609	0.786978	0.707419
4	TES_low_PCS_high	0.732852	0.752394	0.817170	0.746343
17	both_high	0.736095	0.578370	0.672461	0.655956
19	both_high	0.669599	0.643308	0.798933	0.726489
21	TES_low_PCS_high	0.791602	0.818968	0.841034	0.798589
22	both_low	0.744773	0.918010	0.841723	0.888715
23	both_high	0.752303	0.620182	0.824502	0.800940
29	both_high	0.682477	0.663396	0.803745	0.685998
35	TES_low_PCS_high	0.716255	0.752861	0.695356	0.686259
36	both_low	0.651389	0.679748	0.631900	0.683124
37	both_high	0.630940	0.503153	0.597402	0.526123
59	both_high	0.686812	0.615510	0.736562	0.594044
64	TES_low_PCS_high	0.570349	0.669937	0.770808	0.683908
67	both_low	0.738086	0.779724	0.806015	0.809822
69	TES_low_PCS_high	0.737544	0.853305	0.886958	0.826280
74	TES_low_PCS_high	0.783986	0.832516	0.849026	0.813741
83	both_high	0.712303	0.690026	0.822469	0.700627
86	TES_low_PCS_high	0.774951	0.836487	0.726189	0.706113
88	both_high	0.693619	0.456202	0.840336	0.496343
91	both_high	0.680748	0.653586	0.699747	0.566353
92	both_high	0.715079	0.525111	0.834389	0.749739
94	TES_low_PCS_high	0.630274	0.672506	0.813155	0.617816
97	both_high	0.770414	0.668535	0.861316	0.789707
100	both_high	0.719903	0.717356	0.801913	0.795716
101	both_high	0.744522	0.567391	0.810707	0.708464
105	TES_low_PCS_high	0.702934	0.718524	0.847726	0.693574
106	TES_low_PCS_high	0.754972	0.861247	0.913027	0.777691
107	TES_low_PCS_high	0.708227	0.772249	0.854133	0.807733
112	both_low	0.742821	0.749124	0.717005	0.745037
113	both_high	0.639503	0.635366	0.584213	0.578370
117	both_high	0.666268	0.524644	0.717500	0.603710
134	both_high	0.648386	0.551507	0.787460	0.715778
138	TES_low_PCS_high	0.709049	0.740481	0.840913	0.788924
139	both_high	0.786025	0.760336	0.919418	0.791014
140	TES_low_PCS_high	0.749049	0.861715	0.905178	0.897858
146	TES_low_PCS_high	0.787993	0.886475	0.784699	0.756008
151	both_high	0.675644	0.442186	0.658794	0.560084
167	both_high	0.668694	0.663163	0.764888	0.645768
181	TES_high_PCS_low	0.641337	0.581873	0.602985	0.606583
182	TES_low_PCS_high	0.759038	0.793273	0.828120	0.708986
185	TES_low_PCS_high	0.726815	0.755431	0.842581	0.783699
186	TES_low_PCS_high	0.802366	0.838356	0.886800	0.826280
191	both_low	0.707451	0.729970	0.857685	0.883490
198	TES_low_PCS_high	0.586003	0.622285	0.624726	0.557994
205	TES_low_PCS_high	0.783635	0.850035	0.924233	0.829415
206	TES_low_PCS_high	0.812057	0.860547	0.893334	0.777952
207	both_low	0.795570	0.874796	0.866767	0.911964
225	TES_low_PCS_high	0.794257	0.877599	0.906407	0.855277
230	both_high	0.732243	0.559449	0.819762	0.739812
239	both_low	0.656499	0.666433	0.723481	0.752351
249	TES_low_PCS_high	0.585337	0.716421	0.698554	0.627743
252	both_high	0.582567	0.392198	0.687443	0.485893
270	TES_low_PCS_high	0.798464	0.872927	0.883854	0.812696
280	both_low	0.818028	0.993927	0.937848	0.957680
286	TES_low_PCS_high	0.723170	0.775753	0.888861	0.853187
